relative_path,file_name,size_bytes,size,category,reason,suffix
data/gqa_images_subset_200/2407387.jpg,2407387.jpg,110746,108.15 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2366277.jpg,2366277.jpg,110101,107.52 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2377961.jpg,2377961.jpg,110072,107.49 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2381600.jpg,2381600.jpg,109353,106.79 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2340480.jpg,2340480.jpg,108152,105.62 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2358919.jpg,2358919.jpg,107564,105.04 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2351458.jpg,2351458.jpg,106969,104.46 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2366034.jpg,2366034.jpg,106073,103.59 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2409304.jpg,2409304.jpg,105958,103.47 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2409579.jpg,2409579.jpg,105352,102.88 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2396253.jpg,2396253.jpg,104196,101.75 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/results/final_error_analysis_long_predictions.md,final_error_analysis_long_predictions.md,104042,101.60 KB,REVIEW,Output file not recognized as final,.md
data/gqa_images_subset_200/2356440.jpg,2356440.jpg,103688,101.26 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2365742.jpg,2365742.jpg,103615,101.19 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2352021.jpg,2352021.jpg,102864,100.45 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/4063.jpg,4063.jpg,102788,100.38 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2408563.jpg,2408563.jpg,101584,99.20 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2410613.jpg,2410613.jpg,101062,98.69 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2348998.jpg,2348998.jpg,101036,98.67 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2324712.jpg,2324712.jpg,100246,97.90 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2407481.jpg,2407481.jpg,98070,95.77 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2367303.jpg,2367303.jpg,97879,95.58 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2359185.jpg,2359185.jpg,97147,94.87 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2415791.jpg,2415791.jpg,96816,94.55 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2385163.jpg,2385163.jpg,95163,92.93 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/figures/token_reduction_by_semantic_type.png,token_reduction_by_semantic_type.png,95145,92.92 KB,KEEP,Generated figure/report asset,.png
data/gqa_images_subset_200/2361493.jpg,2361493.jpg,92976,90.80 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2376548.jpg,2376548.jpg,92888,90.71 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2316480.jpg,2316480.jpg,92729,90.56 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2389990.jpg,2389990.jpg,91824,89.67 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2363225.jpg,2363225.jpg,90542,88.42 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2409283.jpg,2409283.jpg,89010,86.92 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2342794.jpg,2342794.jpg,87853,85.79 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2326672.jpg,2326672.jpg,87815,85.76 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/results/final_error_analysis_long_predictions.csv,final_error_analysis_long_predictions.csv,86487,84.46 KB,REVIEW,Output file not recognized as final,.csv
data/gqa_images_subset_200/2396882.jpg,2396882.jpg,85543,83.54 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2361696.jpg,2361696.jpg,84011,82.04 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2362947.jpg,2362947.jpg,83691,81.73 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2412806.jpg,2412806.jpg,83192,81.24 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/figures/accuracy_by_semantic_type.png,accuracy_by_semantic_type.png,81834,79.92 KB,KEEP,Generated figure/report asset,.png
data/gqa_images_subset_200/2382242.jpg,2382242.jpg,80079,78.20 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2377465.jpg,2377465.jpg,79129,77.27 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2351386.jpg,2351386.jpg,77850,76.03 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2385432.jpg,2385432.jpg,75424,73.66 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/results/real_gqa_mistral_50_keyword_filter_results.csv,real_gqa_mistral_50_keyword_filter_results.csv,74798,73.04 KB,REVIEW,Output file not recognized as final,.csv
data/gqa_images_subset_200/2378976.jpg,2378976.jpg,74794,73.04 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2320767.jpg,2320767.jpg,74554,72.81 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/1031.jpg,1031.jpg,67471,65.89 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2319473.jpg,2319473.jpg,66514,64.96 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2390473.jpg,2390473.jpg,66353,64.80 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/347.jpg,347.jpg,62955,61.48 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/results/real_gqa_mistral_50_compact_keyword_results.csv,real_gqa_mistral_50_compact_keyword_results.csv,62379,60.92 KB,REVIEW,Output file not recognized as final,.csv
data/gqa_images_subset_200/370.jpg,370.jpg,62040,60.59 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/figures/token_usage_comparison.png,token_usage_comparison.png,60120,58.71 KB,KEEP,Generated figure/report asset,.png
data/gqa_images_subset_200/2363548.jpg,2363548.jpg,56667,55.34 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2325830.jpg,2325830.jpg,56403,55.08 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/figures/accuracy_comparison.png,accuracy_comparison.png,54400,53.12 KB,KEEP,Generated figure/report asset,.png
data/gqa_images_subset_200/2355364.jpg,2355364.jpg,52389,51.16 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2400422.jpg,2400422.jpg,51991,50.77 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2371945.jpg,2371945.jpg,44102,43.07 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2362150.jpg,2362150.jpg,39402,38.48 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2398351.jpg,2398351.jpg,34267,33.46 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
src/pipelines/sst_multimodal_pipeline.pdf,sst_multimodal_pipeline.pdf,31655,30.91 KB,KEEP,Source code,.pdf
data/gqa_images_subset_200/2399658.jpg,2399658.jpg,30454,29.74 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2372158.jpg,2372158.jpg,27071,26.44 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/eda/question_length_distribution.png,question_length_distribution.png,20936,20.45 KB,KEEP,Generated figure/report asset,.png
outputs/results/llava_200_evaluated.csv,llava_200_evaluated.csv,20886,20.40 KB,REVIEW,Output file not recognized as final,.csv
outputs/eda/question_type_distribution.png,question_type_distribution.png,18874,18.43 KB,KEEP,Generated figure/report asset,.png
outputs/eda/question_length_by_type.png,question_length_by_type.png,18425,17.99 KB,KEEP,Generated figure/report asset,.png
outputs/results/llava_200_results_detailed.csv,llava_200_results_detailed.csv,16412,16.03 KB,REVIEW,Output file not recognized as final,.csv
paper/project_report_demo.md,project_report_demo.md,15205,14.85 KB,KEEP,Paper/report material,.md
outputs/results/real_gqa_sst_200_balanced_distribution.csv,real_gqa_sst_200_balanced_distribution.csv,15112,14.76 KB,REVIEW,Output file not recognized as final,.csv
outputs/results/real_gqa_50_keyword_vs_full_error_analysis.csv,real_gqa_50_keyword_vs_full_error_analysis.csv,8854,8.65 KB,REVIEW,Output file not recognized as final,.csv
outputs/.DS_Store,.DS_Store,8196,8.00 KB,SAFE_DELETE_CANDIDATE,System junk file,
src/.DS_Store,.DS_Store,8196,8.00 KB,KEEP,Source code,
paper/results_and_discussion_draft.md,results_and_discussion_draft.md,7030,6.87 KB,KEEP,Paper/report material,.md
outputs/results/mistral_sst_detailed_results.csv,mistral_sst_detailed_results.csv,6480,6.33 KB,REVIEW,Output file not recognized as final,.csv
notebooks/.DS_Store,.DS_Store,6148,6.00 KB,SAFE_DELETE_CANDIDATE,System junk file,
data/.DS_Store,.DS_Store,6148,6.00 KB,SAFE_DELETE_CANDIDATE,System junk file,
outputs/results/.DS_Store,.DS_Store,6148,6.00 KB,SAFE_DELETE_CANDIDATE,System junk file,
outputs/results/real_gqa_50_keyword_and_full_both_correct_cases.csv,real_gqa_50_keyword_and_full_both_correct_cases.csv,4615,4.51 KB,REVIEW,Output file not recognized as final,.csv
outputs/results/week4_ablation_detailed_results.csv,week4_ablation_detailed_results.csv,3922,3.83 KB,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/real_gqa_50_all_main_methods_wrong_cases.csv,real_gqa_50_all_main_methods_wrong_cases.csv,3710,3.62 KB,REVIEW,Output file not recognized as final,.csv
outputs/results/final_error_analysis_qualitative_examples.md,final_error_analysis_qualitative_examples.md,3025,2.95 KB,REVIEW,Output file not recognized as final,.md
outputs/results/final_error_analysis_qualitative_examples.csv,final_error_analysis_qualitative_examples.csv,2630,2.57 KB,MUST_KEEP,Final result/report file,.csv
outputs/results/week4_model_comparison_detailed.csv,week4_model_comparison_detailed.csv,2550,2.49 KB,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/final_200_sample_semantic_type_table.csv,final_200_sample_semantic_type_table.csv,2454,2.40 KB,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
data/gqa_raw/questions/readme.txt,readme.txt,2236,2.18 KB,REVIEW,Raw data file,.txt
outputs/results/final_presentable_evaluation_metrics.md,final_presentable_evaluation_metrics.md,1933,1.89 KB,MUST_KEEP,Final result/report file,.md
outputs/results/real_gqa_200_publish_methods_semantic_type_summary.csv,real_gqa_200_publish_methods_semantic_type_summary.csv,1858,1.81 KB,REVIEW,Output file not recognized as final,.csv
src/dataset/gqa_loader.py,gqa_loader.py,1776,1.73 KB,KEEP,Source code,.py
paper/evaluation_metrics_section.md,evaluation_metrics_section.md,1674,1.63 KB,KEEP,Paper/report material,.md
src/serializer/sst_builder.py,sst_builder.py,1564,1.53 KB,KEEP,Source code,.py
outputs/results/final_presentable_evaluation_metrics.csv,final_presentable_evaluation_metrics.csv,1506,1.47 KB,MUST_KEEP,Final result/report file,.csv
outputs/results/week4_sst_evaluation_results.csv,week4_sst_evaluation_results.csv,1368,1.34 KB,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/final_sst_vs_llava_comparison.md,final_sst_vs_llava_comparison.md,1269,1.24 KB,MUST_KEEP,Final result/report file,.md
outputs/results/real_gqa_mistral_50_semantic_accuracy.csv,real_gqa_mistral_50_semantic_accuracy.csv,1163,1.14 KB,REVIEW,Output file not recognized as final,.csv
paper/ieee_compact_evaluation_table.tex,ieee_compact_evaluation_table.tex,1142,1.12 KB,KEEP,Paper/report material,.tex
data/processed/sample_questions_with_sst.json,sample_questions_with_sst.json,1123,1.10 KB,KEEP,Processed dataset,.json
outputs/results/final_error_analysis_by_semantic_type.md,final_error_analysis_by_semantic_type.md,1042,1.02 KB,REVIEW,Output file not recognized as final,.md
paper/error_analysis_section_draft.md,error_analysis_section_draft.md,1041,1.02 KB,KEEP,Paper/report material,.md
outputs/results/final_sst_vs_llava_comparison.csv,final_sst_vs_llava_comparison.csv,1010,1010.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/final_200_sample_mcnemar_vs_full_sst.csv,final_200_sample_mcnemar_vs_full_sst.csv,1009,1009.00 B,MUST_KEEP,Final result/report file,.csv
src/filtering/question_aware_filter.py,question_aware_filter.py,839,839.00 B,KEEP,Source code,.py
outputs/results/ieee_compact_evaluation_table.md,ieee_compact_evaluation_table.md,780,780.00 B,MUST_KEEP,Final result/report file,.md
outputs/results/final_error_analysis_by_semantic_type.csv,final_error_analysis_by_semantic_type.csv,759,759.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/real_gqa_200_publish_methods_summary.csv,real_gqa_200_publish_methods_summary.csv,753,753.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/real_gqa_mistral_50_filtered_helped.csv,real_gqa_mistral_50_filtered_helped.csv,703,703.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/real_gqa_200_pilot20_publish_methods_summary.csv,real_gqa_200_pilot20_publish_methods_summary.csv,698,698.00 B,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/week4_semantic_type_comparison.csv,week4_semantic_type_comparison.csv,696,696.00 B,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/llava_5_sample_smoke_test.csv,llava_5_sample_smoke_test.csv,624,624.00 B,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/final_200_sample_paired_comparison_vs_full_sst.csv,final_200_sample_paired_comparison_vs_full_sst.csv,610,610.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/final_200_sample_report_table.csv,final_200_sample_report_table.csv,590,590.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/ieee_compact_evaluation_table.csv,ieee_compact_evaluation_table.csv,569,569.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/real_gqa_50_keyword_hurt_cases.csv,real_gqa_50_keyword_hurt_cases.csv,543,543.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/real_gqa_mistral_50_compact_keyword_summary.csv,real_gqa_mistral_50_compact_keyword_summary.csv,530,530.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/real_gqa_50_keyword_helped_cases.csv,real_gqa_50_keyword_helped_cases.csv,521,521.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/final_200_sample_accuracy_bootstrap_ci.csv,final_200_sample_accuracy_bootstrap_ci.csv,499,499.00 B,MUST_KEEP,Final result/report file,.csv
data/raw/sample_questions.json,sample_questions.json,460,460.00 B,REVIEW,Unclassified,.json
outputs/results/final_real_gqa_50_experiment_table.csv,final_real_gqa_50_experiment_table.csv,434,434.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/real_gqa_mistral_50_full_helped.csv,real_gqa_mistral_50_full_helped.csv,410,410.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/final_error_analysis_disagreement_summary.md,final_error_analysis_disagreement_summary.md,401,401.00 B,REVIEW,Output file not recognized as final,.md
outputs/results/week4_ablation_summary.csv,week4_ablation_summary.csv,389,389.00 B,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/week4_model_comparison_summary.csv,week4_model_comparison_summary.csv,381,381.00 B,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/real_gqa_mistral_50_keyword_filter_summary.csv,real_gqa_mistral_50_keyword_filter_summary.csv,367,367.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/real_gqa_mistral_50_summary_v2.csv,real_gqa_mistral_50_summary_v2.csv,356,356.00 B,REVIEW,Output file not recognized as final,.csv
data/gqa_raw/readme.txt,readme.txt,316,316.00 B,REVIEW,Raw data file,.txt
outputs/results/final_error_analysis_disagreement_summary.csv,final_error_analysis_disagreement_summary.csv,310,310.00 B,MUST_KEEP,Final result/report file,.csv
data/gqa_images_subset_200/download_report.json,download_report.json,291,291.00 B,KEEP,Image download report,.json
outputs/results/mistral_sst_summary_results.csv,mistral_sst_summary_results.csv,286,286.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/llava_200_summary.csv,llava_200_summary.csv,266,266.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/real_gqa_mistral_50_summary_results.csv,real_gqa_mistral_50_summary_results.csv,263,263.00 B,REVIEW,Output file not recognized as final,.csv
outputs/results/final_error_analysis_full_vs_keyword_summary.md,final_error_analysis_full_vs_keyword_summary.md,243,243.00 B,REVIEW,Output file not recognized as final,.md
outputs/results/week4_sst_summary_metrics.csv,week4_sst_summary_metrics.csv,198,198.00 B,OPTIONAL_ARCHIVE,Old toy/pilot/intermediate output,.csv
outputs/results/final_error_analysis_full_vs_keyword_summary.csv,final_error_analysis_full_vs_keyword_summary.csv,188,188.00 B,MUST_KEEP,Final result/report file,.csv
outputs/results/real_gqa_50_keyword_case_counts.csv,real_gqa_50_keyword_case_counts.csv,148,148.00 B,REVIEW,Output file not recognized as final,.csv
src/utils/io_utils.py,io_utils.py,0,0.00 B,KEEP,Source code,.py
src/evaluation/metrics.py,metrics.py,0,0.00 B,KEEP,Source code,.py
src/extraction/detector.py,detector.py,0,0.00 B,KEEP,Source code,.py
src/extraction/relations.py,relations.py,0,0.00 B,KEEP,Source code,.py
src/extraction/ocr.py,ocr.py,0,0.00 B,KEEP,Source code,.py
src/baseline/baseline_vlm.py,baseline_vlm.py,0,0.00 B,KEEP,Source code,.py
